nctid,stop_date,stop_status,restart_date,restart_status,why_stopped,covid19_explicit,restart_expected
NCT03340116,2020-01-07,Withdrawn,NA,NA,Unable to find any suitable patients to enroll,FALSE,NA
NCT03740347,2020-01-07,Withdrawn,NA,NA,Withdrawn study,FALSE,NA
NCT03852979,2020-01-07,Terminated,NA,NA,study is merged with CONTESSA study,FALSE,NA
NCT04115020,2020-01-07,Withdrawn,NA,NA,A pilot study was negative.,FALSE,NA
NCT04131946,2020-01-07,Suspended,2020-09-24,Recruiting,Protocol amendment,FALSE,NA
NCT01059409,2020-01-08,Terminated,NA,NA,NA,FALSE,NA
NCT02225561,2020-01-08,Terminated,NA,NA,Discontinuation of the experimental treatment being tested,FALSE,NA
NCT02330328,2020-01-08,Withdrawn,NA,NA,Collaborator withdrew closing the study prematurely with no participants enrolled,FALSE,NA
NCT02452385,2020-01-08,Suspended,NA,NA,Sponsor requirements,FALSE,NA
NCT02521194,2020-01-08,Terminated,NA,NA,PI requested,FALSE,NA
NCT02754362,2020-01-08,Withdrawn,NA,NA,Due to personnel changes / departure of Dr. Chi.,FALSE,NA
NCT02829749,2020-01-08,Withdrawn,NA,NA,Because of dynamics in the field of minimal invasive mitral repair and the development of newer devices,FALSE,NA
NCT02992977,2020-01-08,Terminated,NA,NA,To enable development of an enhanced version of the vaccine.,FALSE,NA
NCT03269552,2020-01-08,Terminated,NA,NA,Terminated due to low accrual.,FALSE,NA
NCT03285256,2020-01-08,Terminated,NA,NA,Unable to recruit participants before funding period ended.,FALSE,NA
NCT03465709,2020-01-08,Terminated,NA,NA,Apellis concluded that sufficient data was collected to meet the study objectives and to support continued development of APL-2.,FALSE,NA
NCT03562949,2020-01-08,Terminated,NA,NA,Insufficient investigational product,FALSE,NA
NCT03771664,2020-01-08,Suspended,NA,NA,Evaluating potential amendments to the study,FALSE,NA
NCT03773133,2020-01-08,Withdrawn,NA,NA,Revised strategic direction and insufficient eligible patients,FALSE,NA
NCT03915886,2020-01-08,Terminated,NA,NA,Stopped due to a strategic decision.,FALSE,NA
NCT03963999,2020-01-08,Withdrawn,NA,NA,We did not receive grant funding. We will reapply in June of 2020,FALSE,NA
NCT00001803,2020-01-09,Terminated,NA,NA,IRB approval lapsed and PI has not responded to requests to submit CR.,FALSE,NA
NCT00340548,2020-01-09,Terminated,NA,NA,lapse in IRB review,FALSE,NA
NCT02310373,2020-01-09,Terminated,NA,NA,Responsible Party/PI passed away. All subjects enrolled completed study prior to termination.,FALSE,NA
NCT02669290,2020-01-09,Terminated,NA,NA,PI left institution,FALSE,NA
NCT02686008,2020-01-09,Withdrawn,NA,NA,The study was stopped due to lack of funding.,FALSE,NA
NCT02809846,2020-01-09,Terminated,NA,NA,Unable to recruit enough participants.,FALSE,NA
NCT03113422,2020-01-09,Suspended,2020-02-06,Recruiting,Safety,FALSE,NA
NCT03123393,2020-01-09,Terminated,NA,NA,Lack of efficacy of the drug; no safety concern,FALSE,NA
NCT03268694,2020-01-09,Terminated,NA,NA,Competition with other ongoing projects with this population.,FALSE,NA
NCT03544892,2020-01-09,Terminated,NA,NA,PI left the University; study will not continue.,FALSE,NA
NCT03580382,2020-01-09,Terminated,NA,NA,"Per regulatory coordinator, the sponsor is no longer supporting the study.",FALSE,NA
NCT03606655,2020-01-09,Withdrawn,NA,NA,Terms could not be met with the FDA.,FALSE,NA
NCT03611985,2020-01-09,Withdrawn,NA,NA,institutional conflict of interest,FALSE,NA
NCT03700294,2020-01-09,Suspended,NA,NA,Pending protocol amendment,FALSE,NA
NCT03728504,2020-01-09,Terminated,2020-01-15,"Active, not recruiting",Reformulation of drug product,FALSE,NA
NCT03743090,2020-01-09,Withdrawn,NA,NA,lack of PSG,FALSE,NA
NCT04007588,2020-01-09,Withdrawn,NA,NA,Slow accrual,FALSE,NA
NCT04033458,2020-01-09,Terminated,NA,NA,stopped because of a business decision,FALSE,NA
NCT04128293,2020-01-09,Terminated,NA,NA,GSK investigating manufacturing site malfunction and assessing impact; Study 209713 Early Terminated due to risk of potential contamination of study tablets.,FALSE,NA
NCT00608894,2020-01-10,Terminated,NA,NA,Study was discontinued due to slow enrollment,FALSE,NA
NCT01381211,2020-01-10,Suspended,NA,NA,Interim Analysis ongoing,FALSE,NA
NCT01485432,2020-01-10,Terminated,NA,NA,Low recruitment of patients.,FALSE,NA
NCT01707823,2020-01-10,Terminated,NA,NA,Funding unavailable,FALSE,NA
NCT02483728,2020-01-10,Terminated,NA,NA,Low enrollment,FALSE,NA
NCT02585791,2020-01-10,Terminated,NA,NA,"due to recent release reports from CDC about lung injury due to vaping, the PI and IRB decided to terminate the study",FALSE,NA
NCT02653833,2020-01-10,Terminated,NA,NA,PI passed away,FALSE,NA
NCT02664922,2020-01-10,Terminated,NA,NA,Poor study design and too many study groups.,FALSE,NA
NCT02844647,2020-01-10,Withdrawn,2020-01-20,Recruiting,Lack of participants,FALSE,NA
NCT02895945,2020-01-10,Suspended,NA,NA,Protocol amendment needed.,FALSE,NA
NCT03007719,2020-01-10,Terminated,NA,NA,Low Accrual,FALSE,NA
NCT03146663,2020-01-10,Terminated,NA,NA,"Despite the clinical activity observed, the study was stopped due to reduced dose intensity in this heavily pre-treated population with complex comorbidities",FALSE,NA
NCT03261531,2020-01-10,Terminated,NA,NA,Device failure,FALSE,NA
NCT03608501,2020-01-10,Withdrawn,NA,NA,Business decision (no safety or efficacy concerns),FALSE,NA
NCT03640221,2020-01-10,Withdrawn,NA,NA,Study withdrawn prior to IRB approval and enrollment,FALSE,NA
NCT03746002,2020-01-10,Terminated,NA,NA,Insufficient rate of patient enrollment/accrual.,FALSE,NA
NCT03965689,2020-01-10,Suspended,2020-02-24,Recruiting,Other - pending amendment re: dexamethasone premedication,FALSE,NA
NCT04082741,2020-01-10,Withdrawn,NA,NA,The study is no longer required based on nonclinical drug data,FALSE,NA
NCT04226924,2020-01-10,Withdrawn,NA,NA,Lack of funding for company,FALSE,NA
NCT04227405,2020-01-10,Terminated,NA,NA,"The funding agency (Administration of Children and Families, US Department of Health and Human Services) discontinued the local evaluation",FALSE,NA
NCT02774070,2020-01-11,Withdrawn,NA,NA,No financial support,FALSE,NA
NCT01993472,2020-01-12,Terminated,NA,NA,low accrual rate,FALSE,NA
NCT01159119,2020-01-13,Terminated,NA,NA,NA,FALSE,NA
NCT02158013,2020-01-13,Terminated,NA,NA,Slow inclusion rate,FALSE,NA
NCT02167477,2020-01-13,Withdrawn,NA,NA,NA,FALSE,NA
NCT02185547,2020-01-13,Terminated,NA,NA,Difficulties in recruiting participants.,FALSE,NA
NCT02415621,2020-01-13,Suspended,2020-02-24,"Active, not recruiting",Temporarily suspended by data monitoring,FALSE,NA
NCT02538406,2020-01-13,Suspended,NA,NA,Requested to pause recruitment by local IRB while undergoing review.,FALSE,NA
NCT02764151,2020-01-13,Terminated,NA,NA,Sponsor decided to prematurely terminate the study and not to pursue marketing approval for the indication of malignant glioma.,FALSE,NA
NCT02948192,2020-01-13,Terminated,NA,NA,Inability to obtain final specimen routinely,FALSE,NA
NCT02950233,2020-01-13,Terminated,NA,NA,Recruitment was slower than expected and study drug reached expiry,FALSE,NA
NCT02977039,2020-01-13,Withdrawn,NA,NA,no funding,FALSE,NA
NCT03036878,2020-01-13,Terminated,NA,NA,Closed for lack of enrollment,FALSE,NA
NCT03059849,2020-01-13,Withdrawn,NA,NA,lack of funding,FALSE,NA
NCT03088501,2020-01-13,Terminated,NA,NA,The PERTH RCT was nested within the MAASTHI birth cohort. PERTH study was stopped as MAASTHI has completed it's recruitment.,FALSE,NA
NCT03188978,2020-01-13,Withdrawn,NA,NA,Unable to recruit,FALSE,NA
NCT03328416,2020-01-13,Withdrawn,NA,NA,Expected technology was not available.,FALSE,NA
NCT03534362,2020-01-13,Terminated,NA,NA,Lack of recruitment,FALSE,NA
NCT03820648,2020-01-13,Terminated,NA,NA,no differences between the groups at the interim analysis,FALSE,NA
NCT03878927,2020-01-13,Suspended,2020-12-22,Recruiting,Dose limiting toxicities.,FALSE,NA
NCT00899431,2020-01-14,Terminated,NA,NA,Terminated per PI's request at the time of continuing review,FALSE,NA
NCT01826305,2020-01-14,Terminated,NA,NA,NA,FALSE,NA
NCT02169830,2020-01-14,Terminated,NA,NA,Lack of enrollment,FALSE,NA
NCT02475369,2020-01-14,Terminated,NA,NA,The trial was terminated prematurely by the sponsor for administrative reasons.,FALSE,NA
NCT02587650,2020-01-14,Terminated,NA,NA,Funding,FALSE,NA
NCT02602665,2020-01-14,Withdrawn,NA,NA,Design was not feasible,FALSE,NA
NCT02727985,2020-01-14,Withdrawn,NA,NA,Site did not meet recruitment goals and target numbers,FALSE,NA
NCT02771769,2020-01-14,Terminated,NA,NA,Data review,FALSE,NA
NCT02773550,2020-01-14,Terminated,NA,NA,Low recruiment.,FALSE,NA
NCT02783495,2020-01-14,Terminated,NA,NA,Funding,FALSE,NA
NCT02994823,2020-01-14,Terminated,NA,NA,prolonged device failure after just 10 participants and too long to resume,FALSE,NA
NCT03028324,2020-01-14,Terminated,NA,NA,Difficulty recruiting participants and lost personnel.,FALSE,NA
NCT03106090,2020-01-14,Terminated,NA,NA,Unable to meet accrual goals.,FALSE,NA
NCT03172520,2020-01-14,Terminated,NA,NA,Limitations in timing and personnel,FALSE,NA
NCT03312114,2020-01-14,Terminated,NA,NA,low accrual,FALSE,NA
NCT03415711,2020-01-14,Terminated,NA,NA,Administrative reasons,FALSE,NA
NCT03474666,2020-01-14,Terminated,NA,NA,The data safety monitoring inboard recommended stopping the study.,FALSE,NA
NCT03699475,2020-01-14,Suspended,NA,NA,"Funding, portfolio re-prioritization",FALSE,NA
NCT04232709,2020-01-14,Terminated,NA,NA,"Due to unforeseen circumstances, the funder decided to discontinue all funding.",FALSE,NA
NCT01107990,2020-01-15,Terminated,NA,NA,PI time constraints,FALSE,NA
NCT02215174,2020-01-15,Terminated,NA,NA,IRB approval expired,FALSE,NA
NCT02586012,2020-01-15,Terminated,NA,NA,Insufficient enrollment,FALSE,NA
NCT02748135,2020-01-15,Suspended,2020-04-01,Recruiting,The patient recruitment is on hold until further notice.,FALSE,NA
NCT02947386,2020-01-15,Suspended,2020-02-17,Recruiting,clinical hold,FALSE,NA
NCT02955121,2020-01-15,Terminated,NA,NA,Slower than anticipated recruitment,FALSE,NA
NCT03217253,2020-01-15,Terminated,NA,NA,Other - Drug Manufacturer decision to close study,FALSE,NA
NCT03234192,2020-01-15,Terminated,NA,NA,Recruiting was halted due to methodology issues,FALSE,NA
NCT03297957,2020-01-15,Terminated,NA,NA,Low accrual,FALSE,NA
NCT03345407,2020-01-15,Terminated,NA,NA,Unfavourable benefit:risk,FALSE,NA
NCT03368469,2020-01-15,Withdrawn,NA,NA,The study team was unable to recruit and enroll subjects. The study is now closed.,FALSE,NA
NCT03381365,2020-01-15,Terminated,NA,NA,low recruitment,FALSE,NA
NCT03498196,2020-01-15,Terminated,NA,NA,The sponsor of this study has terminated the study due to poor enrollment.,FALSE,NA
NCT03566199,2020-01-15,Suspended,2020-01-28,Recruiting,Phase 1 has completed sufficient safety assessments at highest dose level.Protocol for phase 2 expansion is ongoing.,FALSE,NA
NCT03699176,2020-01-15,Withdrawn,NA,NA,"No patient was recruited, study withdrawn for feasibility reasons.",FALSE,NA
NCT00495716,2020-01-16,Terminated,NA,NA,Investigator relocated and study funding ended.,FALSE,NA
NCT00562601,2020-01-16,Terminated,NA,NA,Closed by the Sponsor/DSMB/IRB,FALSE,NA
NCT02039219,2020-01-16,Terminated,NA,NA,"Post-marketing reports of hepatotoxicity associated with obeticholic acid emerged in June 2017, investigators temporarily halted patient recruitment June 2017.",FALSE,NA
NCT02353949,2020-01-16,Terminated,NA,NA,Insufficient Recruitment,FALSE,NA
NCT03261544,2020-01-16,Suspended,2020-03-09,Recruiting,Insufficient Staff,FALSE,NA
NCT03313414,2020-01-16,Withdrawn,NA,NA,"No participant enrollment, funding withdrawn.",FALSE,NA
NCT03332030,2020-01-16,Suspended,NA,NA,Suspended due to cessation of funding,FALSE,NA
NCT03584269,2020-01-16,Terminated,NA,NA,Recruiting difficulties,FALSE,NA
NCT03862248,2020-01-16,Withdrawn,NA,NA,Feasibility of the clinical trial could not be confirmed at the different sites.,FALSE,NA
NCT04233944,2020-01-16,Terminated,NA,NA,Funding constraints,FALSE,NA
NCT01520636,2020-01-17,Terminated,NA,NA,difficulty of inclusion,FALSE,NA
NCT01741038,2020-01-17,Withdrawn,NA,NA,moved study to USA,FALSE,NA
NCT01870141,2020-01-17,Suspended,NA,NA,Study halted prematurely but potentially will resume,FALSE,NA
NCT02624999,2020-01-17,Withdrawn,NA,NA,PI changed institution,FALSE,NA
NCT02817672,2020-01-17,Withdrawn,NA,NA,The dataset was not strong enough to do NLP analysis.,FALSE,NA
NCT03001219,2020-01-17,Terminated,NA,NA,The trial was prematurely terminated due to a lack of efficacy of the investigational drug.,FALSE,NA
NCT03530332,2020-01-17,Terminated,NA,NA,Inadequate resources.,FALSE,NA
NCT03618277,2020-01-17,Withdrawn,NA,NA,business strategy,FALSE,NA
NCT03964597,2020-01-17,Withdrawn,NA,NA,Study abandoned before any submission (foreseeable organizational difficulties),FALSE,NA
NCT03628079,2020-01-18,Terminated,NA,NA,Lack of effect,FALSE,NA
NCT03054766,2020-01-19,Terminated,NA,NA,NA,FALSE,NA
NCT03165695,2020-01-19,Withdrawn,NA,NA,Never funded,FALSE,NA
NCT03168594,2020-01-19,Terminated,NA,NA,The enrollment was terminated early because the premature analysis found similar response in the two arms.,FALSE,NA
NCT02647983,2020-01-20,Withdrawn,NA,NA,Lack of participants,FALSE,NA
NCT02708407,2020-01-20,Terminated,NA,NA,Inability to recruit adequate number of participants,FALSE,NA
NCT03110939,2020-01-20,Withdrawn,NA,NA,The principal investigator Dr.YinLi is working in other Hospital,FALSE,NA
NCT03118271,2020-01-20,Terminated,NA,NA,Two authors changed their jobs.,FALSE,NA
NCT03323658,2020-01-20,Suspended,2021-03-06,Recruiting,To allow for interim biostatistical analysis per protocol procedure.,FALSE,NA
NCT03334006,2020-01-20,Suspended,NA,NA,Due to safety-relevant aspects with regard to internal processes of the sponsor,FALSE,NA
NCT03412422,2020-01-20,Withdrawn,NA,NA,The study has been stopped due to technical difficulties.,FALSE,NA
NCT03413436,2020-01-20,Withdrawn,2020-08-26,Completed,The principal investigator Dr.Yin Li was no longer working in Henan Cancer Hospital,FALSE,NA
NCT04102865,2020-01-20,Suspended,2021-12-03,Recruiting,Comply with competent authority requirement to halt recruitment once 50% of subjects enrolled to allow for interim analysis completion (to resume once complete),FALSE,NA
NCT04162366,2020-01-20,Withdrawn,NA,NA,A business decision was made to not initiate this study,FALSE,NA
NCT01340274,2020-01-21,Withdrawn,NA,NA,Could not get participants,FALSE,NA
NCT01668225,2020-01-21,Suspended,NA,NA,Recruitment difficulties,FALSE,NA
NCT01817387,2020-01-21,Terminated,NA,NA,Due to participants not completing the cognitive training requirement.,FALSE,NA
NCT01917318,2020-01-21,Terminated,NA,NA,"Enrollment challenges - Single participant discontinued after placebo, no relevant outcome measure data was recorded.",FALSE,NA
NCT02372006,2020-01-21,Suspended,2020-05-15,Recruiting,NA,FALSE,NA
NCT02639390,2020-01-21,Terminated,NA,NA,Administrative challenges made it impossible to recruit enough subjects to achieve the study goals.,FALSE,NA
NCT02678754,2020-01-21,Terminated,NA,NA,Business decision to move away from this study,FALSE,NA
NCT02680834,2020-01-21,Terminated,NA,NA,"To address physician feedback and improve patient compliance, Tactile elected to re-design the ACT. This decision was not prompted by any safety concerns.",FALSE,NA
NCT02770443,2020-01-21,Terminated,NA,NA,Study closed to recruitment early as endpoints were reached on several participants,FALSE,NA
NCT02819804,2020-01-21,Terminated,NA,NA,Due to funding and accrual issues,FALSE,NA
NCT02899325,2020-01-21,Withdrawn,NA,NA,PIs will not pursue trial due to staff and time constraints,FALSE,NA
NCT02962427,2020-01-21,Terminated,NA,NA,Decided to participate in a multicenter trial researching the same issue,FALSE,NA
NCT02999243,2020-01-21,Terminated,NA,NA,"IRB expired, PI no longer at institution.",FALSE,NA
NCT03391674,2020-01-21,Withdrawn,NA,NA,Change in protocol and delay in study initiation led to new study submission,FALSE,NA
NCT03592056,2020-01-21,Terminated,NA,NA,interim analysis proved that protocol intervention had no preventive effect,FALSE,NA
NCT03781622,2020-01-21,Withdrawn,NA,NA,Poor enrollment,FALSE,NA
NCT03826784,2020-01-21,Withdrawn,NA,NA,Combined into an international study (CAR-BHA-I21),FALSE,NA
NCT02311764,2020-01-22,Terminated,NA,NA,NA,FALSE,NA
NCT02624856,2020-01-22,Withdrawn,NA,NA,Lack of funding,FALSE,NA
NCT02913105,2020-01-22,Terminated,NA,NA,NA,FALSE,NA
NCT02954185,2020-01-22,Terminated,NA,NA,Recruitment/Financial Issues,FALSE,NA
NCT03041740,2020-01-22,Suspended,2021-04-05,"Active, not recruiting",Full Clinical Hold issued by the FDA due to concerns with sterility assurance.,FALSE,NA
NCT03354221,2020-01-22,Withdrawn,NA,NA,Change in literature to suggest at least 6 weeks of initial elimination is necessary to see decrease in eosinophil count.,FALSE,NA
NCT03445780,2020-01-22,Withdrawn,NA,NA,No patients were enrolled; Senior author (Dr. Melamed) departed institution,FALSE,NA
NCT03562702,2020-01-22,Terminated,NA,NA,Access to Speedlyte Product no longer available.,FALSE,NA
NCT03601962,2020-01-22,Terminated,NA,NA,Low enrolment rate,FALSE,NA
NCT03620344,2020-01-22,Terminated,NA,NA,Difficulty getting parents to complete follow-up assessments,FALSE,NA
NCT03865563,2020-01-22,Withdrawn,NA,NA,We need to make significant adjustments to proposed drug and its delivery method,FALSE,NA
NCT03943771,2020-01-22,Withdrawn,NA,NA,Schedule issue,FALSE,NA
NCT03961048,2020-01-22,Withdrawn,NA,NA,Change in hospital protocol,FALSE,NA
NCT02161744,2020-01-23,Terminated,NA,NA,Poor enrollment,FALSE,NA
NCT02302859,2020-01-23,Terminated,NA,NA,At the request of the PI,FALSE,NA
NCT02358603,2020-01-23,Terminated,NA,NA,Low recruitment rate,FALSE,NA
NCT02396446,2020-01-23,Withdrawn,NA,NA,This study was never completed because the company was not able to support the trial with devices.,FALSE,NA
NCT02599571,2020-01-23,Terminated,NA,NA,sponsor discontinued funding,FALSE,NA
NCT02921646,2020-01-23,Terminated,NA,NA,Protocol is not adapted to cancer pancreas disease as progression is very fast and patients stopped the study before 1st study assessment,FALSE,NA
NCT02936687,2020-01-23,Suspended,2020-08-06,Recruiting,pending funding,FALSE,NA
NCT02953561,2020-01-23,Terminated,NA,NA,PDOL request,FALSE,NA
NCT03151096,2020-01-23,Terminated,NA,NA,The target population with available genotype traveled outside study area and study duration of 19 weeks was long for some participants.,FALSE,NA
