nctid,why_stopped,covid19_explicit,restart_expected
NCT04232709,"Due to unforeseen circumstances, the funder decided to discontinue all funding.",FALSE,NA
NCT04233944,Funding constraints,FALSE,NA
NCT04241744,difficulty enrolling patients,FALSE,NA
NCT04243109,Low recruitment rate. Lack of interest of the sponsor.,FALSE,NA
NCT04243161,lack of time,FALSE,NA
NCT00146263,Difficulty in enrolling subjects in the proposed crossover study design,FALSE,NA
NCT00464724,NA,FALSE,NA
NCT00500890,PI has left the institution,FALSE,NA
NCT00541112,Toxicity and lack of efficacy,FALSE,NA
NCT00544700,"Data collection is completed. As no changes in the endpoints were expected in the future, no further data is needed.",FALSE,NA
NCT00622011,inadequate participant,FALSE,NA
NCT00663468,Lead surgeon retired.,FALSE,NA
NCT00789165,NA,FALSE,NA
NCT00854022,Funding ended,FALSE,NA
NCT00955240,Inadequate toxicity,FALSE,NA
NCT00969332,study intervention was approved by the FDA,FALSE,NA
NCT01009996,Funding issues,FALSE,NA
NCT01010256,PI moved institutions,FALSE,NA
NCT01060306,Funding issues,FALSE,NA
NCT01105858,NA,FALSE,NA
NCT01123031,The study was terminated and the PI has left the institution.,FALSE,NA
NCT01139957,NA,FALSE,NA
NCT01243229,Seeking further funding,FALSE,NA
NCT01323907,Omegaven is now FDA approved.,FALSE,NA
NCT01326260,NA,FALSE,NA
NCT01354678,Terminated due to inefficacy of the tested method,FALSE,NA
NCT01374035,Were not able to conduct the intervention.,FALSE,NA
NCT01375166,not enough subjects recruited,FALSE,NA
NCT01411462,Funding issues,FALSE,NA
NCT01411475,Funding issues,FALSE,NA
NCT01430273,recruiting centers do not have the patient potential,FALSE,NA
NCT01570348,Annual accrual goal not met,FALSE,NA
NCT01585688,"Study was terminated due to lack of efficacy, as a result, the stability program for the drug product was discontinued",FALSE,NA
NCT01606111,Poor patient recruitment,FALSE,NA
NCT01772875,no clinical investigator present,FALSE,NA
NCT01817153,not enough recruitment,FALSE,NA
NCT01900730,Due to low accrual,FALSE,NA
NCT01917318,"Enrollment challenges - Single participant discontinued after placebo, no relevant outcome measure data was recorded.",FALSE,NA
NCT01937858,NA,FALSE,NA
NCT01949597,IP change Hospital,FALSE,NA
NCT01954888,NA,FALSE,NA
NCT01964300,Lack of efficacy (stratum 2); slow accrual (stratum 1),FALSE,NA
NCT01970527,Change in standard of care,FALSE,NA
NCT02010203,Inability to accrue due to changing treatment landscape (PD-1 approvals),FALSE,NA
NCT02026297,"funding and manpower for this study was unavailable, and completion within a reasonable timeframe was not possible.",FALSE,NA
NCT02038998,Lack of available patients,FALSE,NA
NCT02066311,Stage 1 terminated 6/1/18 prior to completion of Stage 1 due to low enrollment and efficacy,FALSE,NA
NCT02067390,Slow enrollment,FALSE,NA
NCT02116218,The study was terminated and the PI has left the institution.,FALSE,NA
NCT02117024,Sponsor Decision; strategic - based on changing treatment landscape,FALSE,NA
NCT02129322,patients not enrolled,FALSE,NA
NCT02134067,NA,FALSE,NA
NCT02167477,NA,FALSE,NA
NCT02199964,Funding was terminated,FALSE,NA
NCT02213952,Without recruitment,FALSE,NA
NCT02226393,Recruitment,FALSE,NA
NCT02234375,Gadolinium attenuation in vitro inadequate,FALSE,NA
NCT02291978,No patients met eligibility.,FALSE,NA
NCT02309736,On going discussions with FDA,FALSE,NA
NCT02341495,Study was terminated early due to low patient accrual.,FALSE,NA
NCT02351388,failure to recruit enough number of participants,FALSE,NA
NCT02351726,Sponsor business decision,FALSE,NA
NCT02356237,"Slower than expected recruitment rate, and larger than expected required sample.",FALSE,NA
NCT02358603,Low recruitment rate,FALSE,NA
NCT02412631,Lorcaserin removed from market,FALSE,NA
NCT02414165,Sponsor Decision,FALSE,NA
NCT02427074,Study halted due to futility,FALSE,NA
NCT02431494,Lack of recruitment,FALSE,NA
NCT02433158,NA,FALSE,NA
NCT02448589,NA,FALSE,NA
NCT02459925,"Due to funding that was never obtained, the MOMS Grow arm was not completed.",FALSE,NA
NCT02490384,due to significant decrease of perinatal mortality in the cerclage group,FALSE,NA
NCT02497183,recruitment difficulties,FALSE,NA
NCT02500147,NA,FALSE,NA
NCT02504203,Due to fewer than expected children enrolled and lower than expected overall mortality rate.,FALSE,NA
NCT02533141,no funding,FALSE,NA
NCT02541903,poor overall accrual,FALSE,NA
NCT02548611,Due to low recruitment,FALSE,NA
NCT02569398,Change in benefit-risk profile for individuals with early sporadic Alzheimer Disease because of elevations in liver enzymes in subjects receiving atabecestat,FALSE,NA
NCT02569788,Slow accrual of patients.,FALSE,NA
NCT02576665,Sponsor decision,FALSE,NA
NCT02580253,no patients enrolled,FALSE,NA
NCT02584153,Did not obtain IND or IRB approval to initiate study.,FALSE,NA
NCT02588092,Slow enrollment,FALSE,NA
NCT02588807,The sponsor and hospital did not reach agreement,FALSE,NA
NCT02596555,NA,FALSE,NA
NCT02622763,low recruitment,FALSE,NA
NCT02629471,Analyzing data,FALSE,NA
NCT02678429,Ended enrollment completed no current data analysis,FALSE,NA
NCT02680834,"To address physician feedback and improve patient compliance, Tactile elected to re-design the ACT. This decision was not prompted by any safety concerns.",FALSE,NA
NCT02687009,low accrual,FALSE,NA
NCT02688348,NA,FALSE,NA
NCT02692157,NA,FALSE,NA
NCT02704936,Difficulty recruiting patients,FALSE,NA
NCT02721251,Behind enrollment targets,FALSE,NA
NCT02725671,Poor enrollment due to insufficient study support.,FALSE,NA
NCT02733081,Lack of funding,FALSE,NA
NCT02743598,NA,FALSE,NA
NCT02758002,NA,FALSE,NA
NCT02771925,Due to poor compliance of patients in the study.,FALSE,NA
NCT02774681,Slow accrual,FALSE,NA
NCT02779777,Lack of efficacy,FALSE,NA
NCT02781805,The study team decided to suspend the study to accrual due to lack of staff to process samples in real time.,FALSE,NA
NCT02782715,ViewRay maintenance,FALSE,NA
NCT02785198,due to finalizing af phd project and fundings,FALSE,NA
NCT02801487,Slow accrual of patients.,FALSE,NA
NCT02811809,"Withdrawn due to operational issues. The study was withdrawn early, before enrolling its first participant.",FALSE,NA
NCT02819804,Due to funding and accrual issues,FALSE,NA
NCT02828345,NA,FALSE,NA
NCT02842671,We are working on the logistics of having this program occur in the same day procedure setting.,FALSE,NA
NCT02867280,Midterm analysis showed negative results.,FALSE,NA
NCT02871271,Stopped product production,FALSE,NA
NCT02871310,Study discontinued,FALSE,NA
NCT02913105,NA,FALSE,NA
NCT02926040,PI left hospital,FALSE,NA
NCT02926378,NA,FALSE,NA
NCT02928029,Due to the changes of standard of care and the slow recruitment of participants.,FALSE,NA
NCT02930460,NA,FALSE,NA
NCT02935556,All study activities are currently transitioning from Columbia to Duke.,FALSE,NA
NCT02939599,Study was terminated early for strategic reasons. Only Part I of the study was completed.,FALSE,NA
NCT02945046,Study was terminated as a result of a pre-specified futility analysis at the interim of 150 patients completing the efficacy phase of the study,FALSE,NA
NCT02952859,PI left hospital,FALSE,NA
NCT02955147,Inefficacy,FALSE,NA
NCT02959112,"Because previous studies had found no difference, and one recent study even reported a higher incidence of PEP in treatment arm",FALSE,NA
NCT02965443,Low patient recruitment,FALSE,NA
NCT02966470,Due to accrual not met and PI no longer at the institution,FALSE,NA
NCT02968966,no patients recruited,FALSE,NA
NCT02970097,lack of resources,FALSE,NA
NCT02978222,Futility analysis did not support continuation of the trial,FALSE,NA
NCT02984618,High recurrence of headache in SPG group.,FALSE,NA
NCT02987309,Equipment failure,FALSE,NA
NCT03001583,The investigators hadn't got funding to support the study,FALSE,NA
NCT03006562,Early stopping point based on 2nd interim analysis (planned per protocol),FALSE,NA
NCT03011645,Lack of participants,FALSE,NA
NCT03019120,"Due to administrative reasons, it was not possible to enroll subjects.",FALSE,NA
NCT03028012,Poor enrollment.,FALSE,NA
NCT03035578,research project has been abandoned primarily because of the excessive delays associated with past challenges in obtaining approval from Health Canada,FALSE,NA
NCT03043664,Enrollment on Hold pending analysis,FALSE,NA
NCT03044249,Statistical futility; totality of evidence suggests study unlikely to meet endpoint,FALSE,NA
NCT03068975,"This study was terminated due to failure to enroll, a low volume of patients met criteria.",FALSE,NA
NCT03069599,PI left hospital,FALSE,NA
NCT03079778,"Opened up a separate Clinicaltrials.gov trial form, study ID TACE",FALSE,NA
NCT03094442,NA,FALSE,NA
NCT03105362,Issues w/ sponsor and recruitment,FALSE,NA
NCT03110445,not sufficiently staff available to perform trial,FALSE,NA
NCT03111914,Budgetary Issues,FALSE,NA
NCT03126539,"For administrative reasons, we started a new study",FALSE,NA
NCT03158857,Awaiting local ethics approval,FALSE,NA
NCT03163394,Did not enroll enough patients for study,FALSE,NA
NCT03173430,PI decided to close study due to slow accrual.,FALSE,NA
NCT03173963,"Original drug sponsor withdrew from study, replacement sponsor not obtained.",FALSE,NA
NCT03196258,Feasibility issues with the study treatment (in-person CBT) resulted in the study ending earlier than anticipated.,FALSE,NA
NCT03200613,study not feasible due to too slow recruitment,FALSE,NA
NCT03201809,IRB suspended all of the PI's research activities.,FALSE,NA
NCT03213210,Insufficient recruitment,FALSE,NA
NCT03213652,Scheduled Interim Monitoring,FALSE,NA
NCT03215589,"due to a change in surgical personnel, the operative technique changed, precluding the examination of bypass-related bi-hemispheric saturation differences.",FALSE,NA
NCT03215667,Insufficient recruitment,FALSE,NA
NCT03217253,Other - Drug Manufacturer decision to close study,FALSE,NA
NCT03227185,No patients populations included ==> could not be recruited in meaningful numbers to allow conclusions.,FALSE,NA
NCT03228043,It's not possible to complete in our hospital.,FALSE,NA
NCT03238937,No eligible subjects were identified.,FALSE,NA
NCT03241667,IRB application withdrawn,FALSE,NA
NCT03250117,This study was terminated for reasons not related to efficacy or safety,FALSE,NA
NCT03256318,Insufficient recruitment,FALSE,NA
NCT03256630,Business decision to discontinue development of the IsoPSA assay.,FALSE,NA
NCT03261180,Insufficient funding,FALSE,NA
NCT03261388,Change in subject population/ABLE POWER program,FALSE,NA
NCT03261531,Device failure,FALSE,NA
NCT03267940,Sponsor decision,FALSE,NA
NCT03277183,Lack of enrollment,FALSE,NA
NCT03278808,The IND has been withdrawn from FDA,FALSE,NA
NCT03278925,Scheduled interim monitoring,FALSE,NA
NCT03281746,Slow accrual,FALSE,NA
NCT03283865,doesnt meet criteria for clinical trial reporting,FALSE,NA
NCT03292653,Enrolment was paused in order to allow amending the protocol to facilitate enrolment into cohort 3,FALSE,NA
NCT03306420,The study was terminated early due to lackluster pharmacodynamic data that showed no significant reduction of plasma kynurenine at steady state of M4112.,FALSE,NA
NCT03313258,PI left institution,FALSE,NA
NCT03313375,Loss of funding and personnel,FALSE,NA
NCT03316066,Not able to recruit enough patients,FALSE,NA
NCT03317405,Schedule Interim Monitoring,FALSE,NA
NCT03328858,"PI no longer available, not able to find replacement. 2 patients, lost to follow-up.",FALSE,NA
NCT03328936,Sponsor decision,FALSE,NA
NCT03337061,Study never started - halted by funder,FALSE,NA
NCT03338777,Failure to achieve primary objective,FALSE,NA
NCT03344341,Study overall progress behind of scheduled timeline. Study was terminated early due to company decision.,FALSE,NA
NCT03345407,Unfavourable benefit:risk,FALSE,NA
NCT03353220,The FDA advised of a possible health risk associated with lorcaserin and the drug is being withdrawn.,FALSE,NA
NCT03368742,Clinical Hold,FALSE,NA
NCT03382665,"CE mark will not be renewed, PMCF data no longer required",FALSE,NA
NCT03387046,Study was terminated early due to slow recruitment rate.,FALSE,NA
NCT03390088,The estimated number of patients could not be recorded in this study,FALSE,NA
NCT03413930,No funding was raised,FALSE,NA
NCT03436121,Ketamine shortage during the funding period of the trial,FALSE,NA
NCT03461705,"After 5 patients, realized that the standard deviation of the measurements in real life was higher than the calculated difference.",FALSE,NA
NCT03469258,Sponsorship for trial was halted after company acquisition,FALSE,NA
NCT03471468,Low recruitment,FALSE,NA
NCT03485651,Poor accrual,FALSE,NA
NCT03488940,Subjects were enrolled in other studies about sepsis,FALSE,NA
NCT03489408,Study stopped due to business decision to not continue to gather clinical evidence on product,FALSE,NA
NCT03498222,Funder and IMP manufacturer withdrew support,FALSE,NA
NCT03501966,Low enrollment,FALSE,NA
NCT03506659,Inclusion rate too low,FALSE,NA
NCT03522207,shortstaff at sleep lab,FALSE,NA
NCT03528343,Lost research support for enrolling patients,FALSE,NA
NCT03530332,Inadequate resources.,FALSE,NA
NCT03532308,Unable to meet recruitment goals.,FALSE,NA
NCT03548610,None of the screened subjects were interested / eligible for enrollment.,FALSE,NA
NCT03573986,Lack of enrollment,FALSE,NA
NCT03577717,This study was stopped due to time and budgetary constraints.,FALSE,NA
NCT03587103,The outbreak of NCoV-2019 across China.,TRUE,FALSE
NCT03589456,"Study was closed to accrual on January 15, 2020.",FALSE,NA
NCT03591510,Partial Clinical Hold pending interim data review and discussions with the Regulatory Authorities.,FALSE,NA
NCT03593694,Service provider challenges precluded intervention delivery.,FALSE,NA
NCT03594045,Withdrawal of funding by sponsor,FALSE,NA
NCT03602456,"On 12/16/19, a termination request was sent to CMS to end Kentucky HEALTH by the new administration.",FALSE,NA
NCT03610282,We have decided to withdraw the study prior to enrollment of the first participant in order to pursue other research studies.,FALSE,NA
NCT03617380,transferred to different institution,FALSE,NA
NCT03626844,Insufficient resources.,FALSE,NA
NCT03633071,Low enrollment,FALSE,NA
NCT03636334,The outbreak of NCoV-2019 across China.,TRUE,FALSE
NCT03640260,low enrollment,FALSE,NA
NCT03641963,Safety questions on patients with glaucoma are in discussion by our IRB,FALSE,NA
